iter	MAE
352	13.66167033
353	13.64172715
354	13.59793536
355	13.54058067
356	13.49737978
357	13.48100577
358	13.45058996
359	13.40183006
360	13.36834369
361	13.34606481
362	13.31402899
363	13.27328518
364	13.25215332
365	13.20899036
366	13.18313603
367	13.17053784
368	13.14181442
369	13.09669965
370	13.06403959
371	13.03059677
372	12.98886819
373	12.95186821
374	12.89891119
375	12.8611921
376	12.84250958
377	12.81324385
378	12.78247685
379	12.73927532
380	12.70893391
381	12.66993194
382	12.65299989
383	12.62322772
384	12.5876968
385	12.53936418
386	12.5106729
387	12.47374456
388	12.45692087
389	12.4418675
390	12.41084215
391	12.39438674
392	12.37024794
393	12.32961912
394	12.30714661
395	12.27284631
396	12.24043801
397	12.22373242
398	12.19999295
399	12.17211682
400	12.15631514
401	12.13110671
402	12.11387613
403	12.088449
404	12.06367942
405	12.05803701
406	12.03742723
407	12.00916018
408	11.97709458
409	11.95823327
410	11.93279011
411	11.901885
412	11.89596937
413	11.85469288
414	11.83186014
415	11.79502408
416	11.78213102
417	11.76780101
418	11.75681932
419	11.73563713
420	11.72115826
421	11.70422737
422	11.67856428
423	11.66035509
424	11.63140438
425	11.57202466
426	11.55001261
427	11.49110641
428	11.46044508
429	11.44549164
430	11.42393315
431	11.40007316
432	11.37196061
433	11.34724199
434	11.34227821
435	11.31478818
436	11.29002553
437	11.25280855
438	11.21655622
439	11.1992245
440	11.18144853
441	11.17079835
442	11.15113748
443	11.13642986
444	11.1119806
445	11.07607366
446	11.06065701
447	11.03077881
448	11.02722939
449	10.99958009
450	10.97139868
451	10.9586734
452	10.94228892
453	10.91600668
454	10.90796397
455	10.89384857
456	10.86746825
457	10.85384613
458	10.8327753
459	10.82609359
460	10.80429383
461	10.77259409
462	10.75311812
463	10.72868866
464	10.71128124
465	10.68209963
466	10.6681011
467	10.6498365
468	10.63835707
469	10.5809067
470	10.5608918
471	10.54137009
472	10.51989744
473	10.50768697
474	10.47880684
475	10.45890206
476	10.44563685
477	10.43817153
478	10.42606285
479	10.39293312
480	10.36668248
481	10.35150826
482	10.34361395
483	10.32582802
484	10.31362528
485	10.2843075
486	10.25064752
487	10.22027579
488	10.20307451
489	10.18095051
490	10.1619112
491	10.14888923
492	10.13215152
493	10.11033679
494	10.07168787
495	10.05666521
496	10.03306309
497	10.02005169
498	10.00442833
499	9.977178375
500	9.961302611
501	9.935567146
502	9.906418814
503	9.878795661
504	9.86892935
505	9.855769484
506	9.839093481
507	9.823342323
508	9.805121513
509	9.794098455
510	9.776569644
511	9.758343908
512	9.754673008
513	9.742807665
514	9.720413213
515	9.694205127
516	9.688523348
517	9.678555096
518	9.648022031
519	9.628979262
520	9.620131863
521	9.589788273
522	9.573310724
523	9.563322412
524	9.551525619
525	9.528455398
526	9.512159166
527	9.494157909
528	9.479122183
529	9.451716825
530	9.442932192
531	9.424479475
532	9.413594494
533	9.405425681
534	9.391360411
535	9.384130187
536	9.371889477
537	9.346537792
538	9.327359491
539	9.321628959
540	9.298693363
541	9.271435327
542	9.231161086
543	9.226353326
544	9.222564598
545	9.216142236
546	9.207006076
547	9.192666609
548	9.176688878
549	9.150174502
550	9.138548012
551	9.118138154
552	9.107238157
553	9.095146213
554	9.075285264
555	9.050768527
556	9.031174017
557	9.007581087
558	8.995931825
559	8.987229485
560	8.967594604
561	8.96127044
562	8.942412339
563	8.93426793
564	8.91931443
565	8.901625982
566	8.876785898
567	8.863894064
568	8.841595734
569	8.830115485
570	8.822957889
571	8.802162911
572	8.792430068
573	8.780107753
574	8.7722696
575	8.754318977
576	8.743200066
577	8.740843029
578	8.728672823
579	8.718093722
580	8.704842425
581	8.686266025
582	8.675875303
583	8.665934901
584	8.655322631
585	8.631946109
586	8.623417626
587	8.612832184
588	8.60156114
589	8.591087803
590	8.584604998
591	8.575033869
592	8.554581623
593	8.539653761
594	8.518241012
595	8.50697735
596	8.497074621
597	8.495262102
598	8.489820205
599	8.463319166
600	8.442799733
601	8.43062755
602	8.428225828
603	8.426706849
604	8.410843222
605	8.404265771
606	8.381658859
607	8.3620315
608	8.351749135
609	8.341336376
610	8.330632944
611	8.325323274
612	8.300275083
613	8.287989854
614	8.27067086
615	8.250556702
616	8.244373081
617	8.226361924
618	8.203598651
619	8.193197971
620	8.176790327
621	8.155354972
622	8.136882812
623	8.124841021
624	8.108812764
625	8.102680712
626	8.084684391
627	8.068146776
628	8.046790363
629	8.035083966
630	8.02802603
631	8.016508291
632	8.001617176
633	7.996600657
634	7.987585309
635	7.980689042
636	7.968382323
637	7.962514515
638	7.956192813
639	7.937758173
640	7.92775554
641	7.919473564
642	7.907947475
643	7.894602508
644	7.88011903
645	7.871183306
646	7.860939664
647	7.850625802
648	7.842304653
649	7.834406411
650	7.826611911
651	7.82112275
652	7.815566821
653	7.806395824
654	7.800918388
655	7.796249877
656	7.78710329
657	7.777811457
658	7.765219731
659	7.747932449
660	7.742866857
661	7.736167557
662	7.721576707
663	7.714310059
664	7.708839238
665	7.704787676
666	7.684442504
667	7.662447701
668	7.650898035
669	7.639570709
670	7.628282172
671	7.610664648
672	7.592238864
673	7.57777106
674	7.56961377
675	7.567103679
676	7.559037739
677	7.557572293
678	7.541448898
679	7.531726874
680	7.509754646
681	7.50135899
682	7.492091698
683	7.484344151
684	7.470697612
685	7.464043752
686	7.447154974
687	7.429211676
688	7.421358178
689	7.412560299
690	7.400669687
691	7.386042497
692	7.380227627
693	7.368879108
694	7.362257501
695	7.361091299
696	7.356579877
697	7.346874829
698	7.341377813
699	7.334971167
700	7.32651919
701	7.30951747
702	7.295687586
703	7.286714083
704	7.270037701
705	7.261616608
706	7.243658804
707	7.237391623
708	7.234334841
709	7.230548402
710	7.2203925
711	7.209493375
712	7.199984739
713	7.192177164
714	7.185928447
715	7.1783263
716	7.173436521
717	7.167425084
718	7.155977128
719	7.153048173
720	7.144073895
721	7.130187708
722	7.121266774
723	7.116673949
724	7.107555681
725	7.094584469
726	7.08012526
727	7.074199504
728	7.060464766
729	7.04876601
730	7.038350218
731	7.033336316
732	7.0294234
733	7.019518716
734	7.012748166
735	6.996441936
736	6.9755338
737	6.964714642
738	6.957789997
739	6.948259207
740	6.933933676
741	6.925253444
742	6.918809113
743	6.912262569
744	6.907948586
745	6.888132188
746	6.877707864
747	6.86657404
748	6.855775663
749	6.845205375
750	6.834149319
751	6.828678134
752	6.818130758
753	6.809812294
754	6.802240963
755	6.796226968
756	6.789173599
757	6.784580296
758	6.766841807
759	6.755865364
760	6.750426614
761	6.728680615
762	6.725944445
763	6.722149341
764	6.71495316
765	6.713406044
766	6.703540188
767	6.695113936
768	6.682490031
769	6.674577354
770	6.663185756
771	6.64235825
772	6.638832185
773	6.635909647
774	6.627880012
775	6.624412701
776	6.611537365
777	6.604956224
778	6.595238406
779	6.583204043
780	6.57218465
781	6.56561012
782	6.5615479
783	6.555556424
784	6.54450473
785	6.539546507
786	6.530515797
787	6.52890179
788	6.517508461
789	6.515740313
790	6.5087475
791	6.50428103
792	6.49345057
793	6.484365828
794	6.479305017
795	6.47253446
796	6.463121693
797	6.460190403
798	6.455871711
799	6.450795346
